Year,Location of death (state),count
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2018,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2019,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2020,IllIndianaois,1
2000,Hawaii,1
2000,Hawaii,1
2000,Hawaii,1
2000,Hawaii,1
2000,Hawaii,1
2000,Hawaii,1
2000,Hawaii,1
2000,Hawaii,1
2001,Hawaii,1
2001,Hawaii,1
2001,Hawaii,1
2001,Hawaii,1
2001,Hawaii,1
2001,Hawaii,1
2001,Hawaii,1
2001,Hawaii,1
2002,Hawaii,1
2002,Hawaii,1
2002,Hawaii,1
2002,Hawaii,1
2003,Hawaii,1
2003,Hawaii,1
2004,Hawaii,1
2004,Hawaii,1
2004,Hawaii,1
2004,Hawaii,1
2005,Hawaii,1
2006,Hawaii,1
2006,Hawaii,1
2006,Hawaii,1
2007,Hawaii,1
2007,Hawaii,1
2007,Hawaii,1
2008,Hawaii,1
2008,Hawaii,1
2009,Hawaii,1
2009,Hawaii,1
2010,Hawaii,1
2011,Hawaii,1
2011,Hawaii,1
2011,Hawaii,1
2011,Hawaii,1
2011,Hawaii,1
2012,Hawaii,1
2012,Hawaii,1
2012,Hawaii,1
2012,Hawaii,1
2013,Hawaii,1
2013,Hawaii,1
2013,Hawaii,1
2013,Hawaii,1
2014,Hawaii,1
2014,Hawaii,1
2014,Hawaii,1
2014,Hawaii,1
2015,Hawaii,1
2015,Hawaii,1
2015,Hawaii,1
2015,Hawaii,1
2015,Hawaii,1
2015,Hawaii,1
2016,Hawaii,1
2016,Hawaii,1
2016,Hawaii,1
2016,Hawaii,1
2016,Hawaii,1
2016,Hawaii,1
2016,Hawaii,1
2016,Hawaii,1
2017,Hawaii,1
2017,Hawaii,1
2017,Hawaii,1
2017,Hawaii,1
2017,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2018,Hawaii,1
2019,Hawaii,1
2019,Hawaii,1
2019,Hawaii,1
2019,Hawaii,1
2019,Hawaii,1
2019,Hawaii,1
2019,Hawaii,1
2019,Hawaii,1
2019,Hawaii,1
2019,Hawaii,1
2019,Hawaii,1
2019,Hawaii,1
2019,Hawaii,1
2020,Hawaii,1
2020,Hawaii,1
2020,Hawaii,1
2020,Hawaii,1
2000,Indiana,1
2000,Indiana,1
2000,Indiana,1
2000,Indiana,1
2000,Indiana,1
2000,Indiana,1
2000,Indiana,1
2000,Indiana,1
2000,Indiana,1
2000,Indiana,1
2000,Indiana,1
2000,Indiana,1
2000,Indiana,1
2000,Indiana,1
2001,Indiana,1
2001,Indiana,1
2001,Indiana,1
2001,Indiana,1
2001,Indiana,1
2001,Indiana,1
2001,Indiana,1
2001,Indiana,1
2001,Indiana,1
2001,Indiana,1
2001,Indiana,1
2001,Indiana,1
2001,Indiana,1
2001,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2002,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2003,Indiana,1
2004,Indiana,1
2004,Indiana,1
2004,Indiana,1
2004,Indiana,1
2004,Indiana,1
2004,Indiana,1
2004,Indiana,1
2004,Indiana,1
2004,Indiana,1
2004,Indiana,1
2004,Indiana,1
2004,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2005,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2006,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2007,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2008,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2009,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2010,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2011,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2012,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2013,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2014,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2015,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2016,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2017,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2018,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2019,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2020,Indiana,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2000,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2001,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2002,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2003,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2004,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2005,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2006,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2007,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2008,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2009,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2010,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2011,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2012,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
2013,Tennessee,1
